sim-id,trigtime,ra,dec,H1-snr,L1-snr,V1-snr,snr,npix,logZ-tensor-N-0,logZ-err-tensor-N-0,logZ-tensor-vector-R-2,logZ-err-tensor-vector-R-2
128,966491255.6655059,1.63975203,-0.644807279,11.096802658,6.831976331,11.910000000999998,17.653980566483018,57,-5.947794154074849,0.020239563059443976,-5.830657590988134,0.018780130415574556
129,966492093.4685117,3.459466934,-1.213981032,10.675407827,10.260488836,7.989542223,16.82482535896148,59,-6.306641754723041,0.020611356518768564,-6.490477782377596,0.015790907484172383
130,966492996.5494275,3.763412952,0.305658489,49.292738445,20.383173182,32.305073617,62.36076966951558,100,-23.171662774745297,0.07487325773957519,-9.536257594730126,0.05863773739958336
131,966493741.9519181,1.877864957,0.249127805,24.4096153,14.754266989000001,3.521348802,28.73878234828393,87,-7.320621201213194,0.0157513052512654,-7.2957694789375465,0.020750732653600515
132,966494664.1195288,1.453856945,0.975162089,18.476853292,14.396217912000001,17.382308061,29.168301823578734,84,-7.923783059067935,0.03947571223737736,-8.084112594138274,0.036401744290829104
133,966495366.6819708,0.7850949759999999,-0.8217856290000001,22.691576619,17.078343726,11.043068723,30.47173839314475,91,-9.526289292957737,0.09880265126983528,-7.582938400567316,0.040068522304432926
134,966496190.7463008,1.8427430390000001,0.973335803,18.506285022,25.64171931,24.146258276999998,39.787210800305154,89,-16.675113545249953,0.07177847826510603,-10.212073113875366,0.14020093336732778
135,966497113.5732387,4.453083992,0.21492010399999997,32.035396665,14.493727338,6.453438417,35.74886905951282,83,-7.994023320006629,0.01928965942638202,-6.748260281233929,0.028911495878894383
136,966498007.5125188,5.66384697,0.698318422,9.985426623,6.407294278999999,24.615957331,27.325949574399715,92,-6.383729965821805,0.016581840211866778,-5.8293632447154256,0.016995204961711547
137,966498847.8415098,3.911570072,0.787592828,23.937198416999998,12.436202174000002,17.234377701,32.010504015215936,102,-8.450831315056996,0.03751787837218775,-6.936174885752855,0.02457460922566113
138,966499712.8599964,6.091360092,0.1085236,14.665772997000001,8.283986962,11.932254119000001,20.641899765925444,76,-6.281366710978947,0.017628611277307835,-6.300469726567578,0.020073397817133975
139,966500529.4975357,2.876631021,0.5500385760000001,24.225997913,19.199907507,17.64643864,35.59399134451375,93,-7.769869913287601,0.036368637387114953,-7.921966159166809,0.019296091842508634
140,966501316.5649843,4.715135098,1.0071870090000001,23.886363395,13.567467136,8.153729262,28.65515349116858,97,-8.15305675216178,0.02883967530163918,-7.243598113043599,0.014234609401030069
141,966502051.8231368,5.70123291,0.408743113,8.268351648,3.4536015960000004,19.217471566,21.203872673379657,82,-6.102933219304282,0.014436138015459368,-5.6403382465030125,0.01392353042109557
142,966502874.7603632,0.37530410299999994,-0.8115394709999999,16.97419425,15.539190915,3.962945118,23.35154510386479,73,-6.952714204017486,0.014943930902506132,-6.608996409736489,0.01864163670366287
143,966503756.5902172,5.294123173,-0.058596040999999995,20.053250541,9.693273643,6.289059761,23.143998873479593,76,-5.961537094052906,0.017023831108906116,-6.1378275482480085,0.014964676137124853
144,966504712.1828848,6.000189781,0.064191788,33.628813813,24.858485652,12.661186417,43.69378753170907,99,-7.606319919095848,0.027889408627071923,-7.7281566912743465,0.027164148749559396
145,966505437.7885923,3.1328880789999998,0.283238888,31.889113177,22.929553727,4.490839579,39.53286750868456,94,-7.061770838288565,0.026116021196608094,-6.8490834287604985,0.022243409045176715
146,966506252.3000045,5.168163776,0.132759005,26.545629505999997,14.48232349,15.126949384000001,33.811724848119205,98,-9.359131043877788,0.04886965105025822,-7.575187758618783,0.03244995941831218
147,966507175.1221336,1.6645900009999999,-0.12327390199999999,33.354859567,16.12482018,7.132439664,37.72834714286099,103,-11.541881261007429,0.045249949278306306,-8.084245500940698,0.03305885164707963
148,966507937.6791332,3.168452978,-1.039798021,13.308954337000001,4.419447236,9.211167519,16.77812225724976,52,-5.663281631410317,0.016395633936157953,-5.714879861221775,0.010477686526798086
149,966508835.728827,0.12961819800000002,-0.895054281,25.714256216,16.541866491,30.580912915,43.2440580249238,95,-9.719461823628887,0.03079355947451597,-9.361176721283151,0.03205810538009986
150,966509675.8955742,5.446939945,-0.50918901,10.595205218,9.13759442,14.119584064000001,19.877541586833928,62,-6.994876935520728,0.017792705872417065,-7.083505195865869,0.017123107032485256
151,966510443.1285728,2.603339911,-0.050794389,8.77012255,10.811865368,19.962243915,24.337269041528277,100,-6.531609786037445,0.017746527442370635,-6.993873263234343,0.01420746549746379
152,966511413.8394728,4.278390883999999,1.003571033,6.899003231,1.799069379,18.836086031,20.140283840577748,68,-4.9652694638838115,0.011862317252762471,-4.356729786347279,0.009806739085042971
153,966512107.7894636,5.854815006,-0.5036141279999999,20.742493476,17.732054054000002,1.521939423,27.331174072534136,78,-6.181184414068186,0.019924141833899785,-6.3800938079888425,0.01674373880017111
154,966512984.9840049,2.7785859110000004,-0.23545530399999998,11.179573785999999,15.392345489,26.27005917,32.43490679013365,98,-7.3664175608701115,0.028768732143552633,-7.3077273183222475,0.028820027097321368
155,966513761.93472,1.002642035,1.052037001,21.554047026,11.192747185999998,5.712639558999999,24.94972511872189,86,-6.421400355663656,0.021443555351774977,-6.228734421087962,0.017721536915576125
156,966514658.8646227,4.55657196,-1.3197410109999999,28.504787888000003,18.714522309,8.008177779,35.02694946942996,99,-6.749257967074635,0.021526271352259443,-6.615283751505529,0.018953182987709077
157,966515547.2299566,0.521584988,0.276379794,14.058330122000001,14.502543921,17.879791435,26.974939624747375,78,-7.101166454756009,0.030325501193147697,-6.900780520994146,0.025996597532256145
