sim-id,trigtime,ra,dec,H1-snr,L1-snr,V1-snr,snr,npix,logZ-tensor-N-0,logZ-err-tensor-N-0,logZ-tensor-vector-R-2,logZ-err-tensor-vector-R-2
158,966516435.7112752,3.5368540289999997,1.299056053,27.791348808000002,18.032906297,6.085366056,33.68347455533384,94,-8.715833920843664,0.01820734665846414,-8.683705609418423,0.01700628311761264
159,966517189.1647975,1.7198569769999998,0.08796588300000001,5.7554902629999996,8.746255531000001,13.056812022,16.736277786858093,60,-6.094350169217567,0.01513597769289826,-5.824915797639397,0.016059035483258457
160,966517959.9684585,2.47281003,-0.8109762070000001,29.924654004,12.385720579000001,12.986744279000002,34.893359231927164,86,-7.6461002872794035,0.033768679712730114,-8.800025939311032,0.07240652392075779
161,966518816.8920307,5.157693863,1.281301022,26.440532135999998,12.970751225,3.626773833,29.67314636858419,106,-7.116659102953651,0.024591623949809634,-6.879997664559304,0.023017320598007363
162,966519636.8573987,3.399882078,-1.3205809590000002,22.492768338,12.910419001,6.849568215,26.8238724091108,88,-6.466690361531988,0.020855050680306308,-6.284157218933911,0.013259417279874312
163,966520479.630824,4.873354912,-0.127712697,19.429605957,14.006499228,10.881131325,26.307615383765796,88,-6.692668659459247,0.022475558325395616,-6.1260790244788295,0.02281881562935632
164,966521452.9191213,3.414108038,-0.65488708,30.622032445,19.716667922,14.320741975,39.13488872762491,97,-9.934092503370913,0.06905902800470258,-7.494192814262634,0.032676968030884095
165,966522162.7530378,5.291759968,1.0667459959999999,19.638486888,10.030448472,6.69747124,23.04639201285577,83,-7.433141306064772,0.019876126256416042,-6.9805618357006045,0.026645068366268655
166,966523143.2225771,4.448769093,-0.659549475,17.030869375,6.520207922999999,7.668468024,19.783048927366462,79,-6.88885202404113,0.01572280407530955,-6.630904413429573,0.01807022401768458
167,966523831.6513273,4.544789791,-0.8547592159999999,14.600905178,12.245392282000001,10.410879251,21.71456817290905,90,-7.03561220314504,0.021161849779583956,-6.510359279271385,0.018031392366101323
168,966524651.324476,3.089869022,-0.119294897,35.892279157,16.5828238,5.107917734,39.866484317571505,97,-7.50356989322803,0.03649602900531462,-7.743576532882591,0.04777676823810719
169,966525515.7409035,1.8563549519999998,0.636901975,16.38847723,7.590850894,3.2288700869999998,18.347446831967996,71,-5.678491263445187,0.014496055857894903,-6.3810290802397,0.01320288952718838
170,966526433.3416272,0.888112307,0.19725689300000002,15.508556829000002,10.844059254000001,17.933764928,26.071610623729185,89,-7.50473231131644,0.030931813617181548,-7.474523000955751,0.024569903609403688
171,966527276.856701,4.086752892,0.054890300999999996,29.155628335,10.895769366,0.693189189,31.132763528756414,97,-7.311995829615584,0.025498929363393277,-9.307041925683313,0.018659285257883875
172,966528130.9973754,2.667943001,0.107023701,32.007023262,23.515463464,25.379596772,47.13332676917937,98,-10.609057474798727,0.13794392036762781,-7.988164095513159,0.050264200426861194
173,966528894.3209981,2.334625006,0.131726697,9.864592324,13.449525533,6.951549332999999,18.06997390453764,65,-6.1581833934795815,0.01910864388466902,-6.382045018504685,0.021928306755344816
174,966529787.4684361,5.015498161,-0.03247761,21.627933178000003,14.381902514,5.2168061969999995,26.491917264918566,94,-7.384478666800858,0.024454710458007206,-8.795524733881642,0.01609739295857778
175,966530498.2915603,5.506517887,-0.727974892,11.192581612,10.620348222999999,7.636592659,17.215784238847572,57,-5.711947895917782,0.015487556593373033,-5.5244126252135874,0.014413371905698264
176,966531397.0859427,0.823146701,0.643002808,14.79597693,12.178001735999999,12.718596054,22.999724893570697,64,-9.277111571710156,0.036026805575635014,-7.117696893629512,0.027878503434172534
177,966532326.2128128,5.25701189,0.46925211,17.431472005,13.834026032,24.786698626,33.31091294592964,98,-7.090424365148598,0.030539622482643927,-7.49152325211959,0.022192686115448952
178,966533187.5547181,0.65378058,-0.347700685,14.071923035,15.222058752,15.818105021,26.07570779495139,86,-8.016501353930627,0.03728893443374365,-8.953993567021262,0.015297508867207363
179,966533938.0282407,3.032840967,-0.9877164959999999,9.53064216,6.095354037999999,16.948700901,20.377559791645577,77,-6.910395691403473,0.017279232668053715,-6.293908826438116,0.015523498326195729
180,966534728.012824,2.0903680319999998,0.193402797,4.386510457,18.333983979,12.947832437,22.86969189447528,94,-8.807817892807263,0.04486032141870958,-15.839250079245916,0.04282935875100918
181,966535624.0400785,5.090250015,-0.132453799,13.950382836,3.885203155,23.580695089000002,27.6723176786292,79,-7.121721051079614,0.021532592553254473,-6.621169956888194,0.01923715759811371
182,966536497.5931754,3.876153946,0.114803404,14.570124488,5.003875005,22.575640411,27.331059851902143,83,-6.51712857795721,0.0177106690692237,-6.619384457028215,0.015268663387763054
183,966537274.4358168,0.71571672,0.420498699,53.74741812,31.139202695999998,29.330575929000002,68.69292236785033,97,-20.41405887633126,0.10775197694108876,-9.39127801214631,0.07008995298262177
184,966538063.4263109,4.5917668339999995,1.082878947,23.978608872,18.272632337,21.009025546,36.745638249348936,107,-7.419618896002089,0.03185997052055335,-7.309514339659803,0.018600353242993625
185,966538940.8440984,2.946753025,-0.609429121,13.014906896,8.010010726,18.293318034000002,23.836810987110944,80,-7.188231205895335,0.021123317400216116,-6.284976972162906,0.01829049892835084
186,966539823.9953609,2.26651597,1.4507809880000002,21.711681397,12.300447339000002,2.608056413,25.089840016981746,77,-6.590889339659499,0.022558878582595854,-7.1365263076199295,0.01909681327944258
187,966540711.4981736,2.8461959360000004,-0.573171318,21.186681417,18.936487042,23.684808071,36.99237954386543,89,-8.547255336644508,0.06617352712025167,-8.095174372319287,0.04289517840799142
188,966541490.4988012,3.331918001,0.349212408,7.883133117000001,7.431566407999999,9.429952483,14.363007026681217,53,-5.97707669329191,0.014685844768269632,-5.861148485124674,0.015441175618715303
189,966542255.970426,0.752376497,0.05662391,20.967870753,8.078574561,13.970512637,26.45921756576951,78,-8.579969031105625,0.03035843002023294,-7.265487864940812,0.02661055710937405
190,966543122.353692,5.8695387839999995,-0.949341118,10.051104503,13.420784737,64.580567935,66.72174997326037,92,-8.956365154648042,0.05241787240716152,-9.934939992847909,0.05272563718380381
191,966543952.575434,2.582043886,0.24065609300000002,24.569626365,14.97569882,5.136685733999999,29.22881515205383,69,-6.360775303171344,0.0178390354714361,-6.157383171329769,0.018004260746073995
192,966544838.407809,5.068044186,1.083266973,24.08508561,15.538405881,12.911757641,31.436394378866773,84,-6.647337004829106,0.02196918728111739,-6.444230875604648,0.017379130032556336
193,966545689.1794381,0.198497295,0.22720369699999998,22.512766756999998,19.349622673,13.160494945,32.47200627987021,102,-6.943183308098091,0.02824441450249393,-7.090324627642579,0.021259205166621845
194,966546539.8064663,3.622867107,-1.084537983,3.098217923,1.45663288,27.233341973,27.447689313744778,77,-4.798063038665341,0.011016373238352022,-4.20986667195119,0.00919460596593764
195,966547400.0672745,0.451584011,0.528770387,6.109100562,5.603885552,21.380858305,22.93176279344941,84,-5.261551101361602,0.012596670711277898,-4.673609618488362,0.010467533481652344
196,966548230.8794899,0.06226217,0.8278784159999999,33.747465413,25.856338364000003,9.520095218,43.56688958779449,99,-7.381466840065693,0.03405964463050682,-7.494705504998041,0.029398235055364128
197,966549001.0004381,5.181968212,-1.058235049,33.196359186,18.145528879,6.46772977,38.3808547310022,95,-7.2660502362655395,0.029328548583055898,-7.038416646054386,0.01924296862796412
198,966549835.8818803,5.741003036,1.212057948,21.019656347999998,14.563352775,22.419081715999997,34.007828834340515,99,-6.767186219290667,0.02655163665826009,-6.726596861254057,0.02133240993909255
199,966550582.4171427,0.65514642,0.272589803,19.869122983,17.786357507,16.681578738,31.454914253141556,90,-7.585342551251163,0.016078541964964475,-6.660398003328575,0.030838490286135323
