sim-id,trigtime,ra,dec,H1-snr,L1-snr,V1-snr,snr,npix,logZ-tensor-N-0,logZ-err-tensor-N-0,logZ-tensor-scalar-R-1,logZ-err-tensor-scalar-R-1,searched-prob-tensor,area-50-tensor,area-90-tensor,ra-cdf-tensor,dec-cdf-tensor
90,966459394.1102189,4.415417194,0.530649424,10.720579556,12.994932163,14.130753045,21.988116553181033,90,-6.442565775128566,0.027989375242003896,-6.417844472480824,0.023261022246031347,0.6440793945108927,765.2422441320302,1948.4302744596573,0.845360824742268,0.8597201767304861
91,966460209.4674445,4.611529827,-0.551486313,11.14722688,4.140439398,13.029795425,17.640279882701865,55,-6.02816374482334,0.017536728500629137,-5.788674536642106,0.01843725164645027,0.4749300379487364,1433.0386046752706,5397.34009280631,0.5580224985198342,0.2098875074008289
92,966461173.0153859,3.499650002,-0.234428197,10.378652015,13.255217665999998,7.738261467999999,18.528300072284978,67,-6.743582192981247,0.021509005257135488,-6.934733194596115,0.026146509544087596,0.19124069653932466,436.51647079306747,1496.621084526197,0.19760285066407515,0.3333333333333333
93,966461860.8809127,2.233896971,-0.527740598,6.984930632999999,8.113181459,16.651716782,19.796278466480096,58,-5.391206566715251,0.016330510421146305,-5.199351110195913,0.014744102709652877,0.6118393963616461,2361.5708469917868,7046.211020840923,0.4505886550124866,0.4156261148769176
94,966462826.3137631,4.577453136,-0.482381403,11.988888023,9.195920135,13.122769325999998,20.012632459042905,57,-6.856720531118328,0.018828807028016502,-6.578666873040096,0.018869119421534044,0.077322725417289,575.469920550129,3328.903168500974,0.7211931681501083,0.45417368294443106
95,966463541.1546702,3.227312088,-0.09027519099999999,9.343283015,10.650552824,9.129627696,16.85471194719068,43,-5.670379723923314,0.01797651605896779,-6.385755758941715,0.014298041388071192,0.38565804943499443,1386.9525954806272,4395.736202047077,0.5599523951204999,0.2868193989883963
96,966464367.1004369,2.95332408,0.49938881399999996,13.181486105,10.94928128,2.790367935,17.361580852489862,41,-5.840371889335593,0.015506130124622085,-6.314612080167875,0.012792590876083977,0.3244173315418692,1431.5759157991154,4722.189132699718,0.5314039408866995,0.6373152709359606
97,966465299.348835,2.977641106,0.281923413,13.537992996,11.966954581,6.715299197,19.276423413296637,74,-6.257850146516127,0.02015630741979274,-5.946286354976685,0.025135019888863755,0.4651786760077776,1048.1803153524124,2828.266895657093,0.5577195467422096,0.6497875354107648
98,966466087.3538438,3.41188097,-0.325450808,8.921345723,12.189881780999999,10.050566594,18.14380104069913,68,-6.490210622566151,0.022918364827391798,-6.652115284688128,0.019981901091670976,0.1914078013352646,897.9310110421413,2922.935640724071,0.45541879315520867,0.35454818372861
99,966466987.3090056,2.509705067,1.025519013,13.965874719,9.389869987,7.1416762920000005,18.28165351655264,74,-6.614402034253777,0.022182916072946247,-6.564413529208565,0.02588250024602517,0.7646674850628075,724.2910276876933,2230.3059586867007,0.708648470897731,0.9638276882604406
100,966467777.9735888,0.164449006,0.8864979740000001,3.0379310110000004,2.963435741,21.045596252,21.46923607911628,85,-4.767632811469848,0.011028226067138333,-4.266886433151724,0.010088756645610613,0.0037555329886438883,6690.239377199992,17788.00799621268,0.03003003003003003,0.8652402402402403
101,966468608.6938579,6.100152016,0.110350899,9.631550879,8.759471309,11.732884777,17.525857900209,65,-5.814635983090447,0.019397835173442377,-5.7698497772486315,0.015892148197349645,0.7800420560107633,1511.6024997273366,4101.691244732065,0.9108527131782945,0.3382663847780127
102,966469394.2662328,5.989507197999999,0.956884086,6.662644427999999,5.0171109419999995,17.317930001,19.221678711752297,65,-6.753800528279539,0.013371718726835912,-6.080837172643247,0.011781705629924435,0.3629481754824794,1889.4840158346376,8724.972996053286,0.9251652502360718,0.8701605288007555
103,966470371.6829549,6.190576077,0.583625197,6.88799525,7.086936754,19.689666004,22.03070807914017,89,-5.929641958526904,0.016153433710967093,-5.788681781738676,0.013675739659971662,0.3842479713145462,1739.0366399684544,5619.194786396498,0.9772577455504284,0.6308503625576797
104,966471238.9970069,1.875733972,1.215893984,10.108823985,9.459363158,9.639502364,16.869732645783117,54,-5.585015752385083,0.01642451281322068,-5.200315106121828,0.018376311357970992,0.8118217934860886,1711.9978070067905,5244.007732229607,0.4782608695652174,0.9834368530020704
105,966472016.9955491,4.078219891,-0.41339018899999996,5.835718692,2.708496503,19.762347607,20.78321315145519,73,-5.195846668525306,0.011637847212198984,-4.761517120374664,0.010887934685478448,0.10950736137569082,4309.389143246218,13815.003542662938,0.6109282422646478,0.30612244897959184
106,966472873.3556743,4.395013809,0.456999511,10.931799855,12.734518773,6.5124904070000005,18.002353950273683,72,-6.802475630361627,0.018015863382866003,-6.510388466693928,0.02272921442482113,0.3189416454298741,719.9486702593466,2374.8927289269245,0.5572746206486164,0.6408806902707528
107,966473697.5591412,2.7623000139999996,-0.133931905,11.65245992,12.014774442,20.352644949000002,26.350802331226994,91,-6.698082237928248,0.026920342494844714,-6.624182747431277,0.022730763684416445,0.6588946783173674,511.30588745936717,1481.233783429364,0.5249092708677005,0.2144506763444408
108,966474482.6405213,1.690603018,-0.377988189,9.821194977000001,13.310913894,6.450300362,17.755074605017846,72,-6.409052185558704,0.014978997288473178,-6.034200956841397,0.022644273255998243,0.3808029553850293,1104.5249535490798,2725.3909249028306,0.4739302409205322,0.238403451995685
109,966475436.7628914,0.630061984,-0.275971115,13.058431886,13.397380285999999,7.473083138,20.145952780557757,80,-6.664210737669768,0.023307623795465287,-6.854785570308475,0.02133426668592043,0.059905713048210435,566.7666258142958,1818.9484666587189,0.12437185929648241,0.5741206030150754
110,966476225.3396488,1.9462130069999999,0.28880780899999997,11.677781909,15.323944773,1.2152729340000001,19.304682385997307,70,-6.433455392690146,0.015466062127297259,-6.301418410696418,0.013888712215081426,0.23662748613018786,907.3526637860163,2655.1842782197746,0.38872305140961855,0.6550580431177446
111,966477083.0038755,0.189787105,0.241342098,4.140182908,9.042077767,21.396602163,23.59480597457558,87,-6.440923252098808,0.01463054689617689,-5.810862611130576,0.012185907198242314,0.22390929566553078,1744.688188811554,7945.936585222426,0.03303684879288437,0.657433290978399
112,966477821.0622933,3.92130208,0.918772101,12.904867905,10.237463059,2.91876005,16.729029432676743,68,-5.875071459010666,0.013354028006317435,-5.774951415514779,0.016684243451675688,0.3378311503546762,1788.192383573102,5066.6372975840895,0.7554719562243503,0.8334473324213406
